device_id,device_name,timestamp,power_draw_kw
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 15:50:00",1.19
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 15:55:00",1.18
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 16:00:00",28.1
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 16:05:00",41.5
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 16:10:00",41.7
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 16:15:00",18.4
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 16:20:00",1.20
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 16:25:00",1.18
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 16:30:00",1.17
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 16:35:00",1.17
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 16:40:00",13.6
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 16:45:00",41.8
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 16:50:00",42.0
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 16:55:00",34.5
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 17:00:00",1.20
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 17:05:00",1.19
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 17:10:00",1.18
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 17:15:00",1.17
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 17:20:00",1.17
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 17:25:00",23.8
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 17:30:00",41.8
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 17:35:00",41.7
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 17:40:00",3.23
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 17:45:00",1.19
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 17:50:00",1.18
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 17:55:00",1.18
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 18:00:00",1.17
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 18:05:00",23.6
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 18:10:00",41.7
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 18:15:00",41.6
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 18:20:00",10.7
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 18:25:00",1.20
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 18:30:00",1.18
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 18:35:00",1.17
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 18:40:00",1.17
